id,title,description,category,difficulty,modules_json,quiz_json,xp_reward,order_index,created_at,branch
555e1fdd-519a-4a9b-a9bb-99cf2e4d7182,Verbal Reasoning and Language,The cognitive power of words,verbal,2,"[{""type"": ""text"", ""title"": ""Language and Thought"", ""content"": ""Language doesn't just express thought—it shapes it. The Sapir-Whorf hypothesis suggests the language you speak influences how you perceive the world.""}, {""type"": ""text"", ""title"": ""Verbal Reasoning"", ""content"": ""Verbal reasoning involves understanding relationships between words, drawing inferences from text, and evaluating arguments. It's essential for critical thinking.""}, {""type"": ""text"", ""title"": ""Word Knowledge"", ""content"": ""Vocabulary size correlates strongly with general intelligence. Each new word isn't just a label—it's a new concept your brain can use to think with.""}, {""type"": ""text"", ""title"": ""Strengthening Verbal Skills"", ""content"": ""Read widely, learn word roots (Latin/Greek), practice analogies, and engage in debates or discussions that require precise language.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Language has no effect on thought"", ""Language shapes perception and thought"", ""Only math affects thinking"", ""Thought shapes language but not vice versa""], ""question"": ""The Sapir-Whorf hypothesis suggests:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""Vocabulary size has no correlation with intelligence.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Only reading speed"", ""Understanding word relationships and evaluating arguments"", ""Only writing ability"", ""Only speaking fluency""], ""question"": ""Verbal reasoning involves:""}]",40,22,2026-02-16 11:32:17.524446+00,iq
bb4cea4e-379c-482e-aa09-add31897c6ba,Cognitive Biases: A Field Guide,Know your brain's blind spots,logic,4,"[{""type"": ""text"", ""title"": ""What Are Cognitive Biases?"", ""content"": ""Cognitive biases are systematic errors in thinking. They're not random—they're predictable patterns where your brain takes shortcuts that lead to wrong conclusions.""}, {""type"": ""text"", ""title"": ""The Big Five Biases"", ""content"": ""1) Confirmation bias 2) Anchoring 3) Availability heuristic 4) Sunk cost fallacy 5) Dunning-Kruger effect. These five account for most everyday reasoning errors.""}, {""type"": ""text"", ""title"": ""Debiasing Techniques"", ""content"": ""Consider the opposite view, use base rates, think statistically, seek disconfirming evidence, and use structured decision-making frameworks.""}, {""type"": ""text"", ""title"": ""Meta-Bias"", ""content"": ""The bias blind spot: we see biases in others but not ourselves. The first step to debiasing is accepting that YOU are biased too.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Random errors"", ""Systematic thinking patterns"", ""Only in unintelligent people"", ""Always helpful""], ""question"": ""Cognitive biases are:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""The bias blind spot means we easily recognize our own biases.""}, {""type"": ""multiple_choice"", ""correct"": 2, ""options"": [""Confirmation bias"", ""Anchoring"", ""Logical reasoning"", ""Sunk cost fallacy""], ""question"": ""Which is NOT a common cognitive bias?""}]",50,23,2026-02-16 11:32:17.524446+00,iq
7d8d8a55-6d01-4d81-9304-96eb884b343e,Transfer of Learning,Making skills portable,logic,4,"[{""type"": ""text"", ""title"": ""Near vs Far Transfer"", ""content"": ""Near transfer: applying skills to similar situations (learning one programming language helps with another). Far transfer: applying skills to very different domains (chess making you better at business strategy).""}, {""type"": ""text"", ""title"": ""The Transfer Problem"", ""content"": ""Far transfer is rare and difficult. Training on brain teasers doesn't automatically make you better at unrelated tasks—unless you explicitly practice transferring the underlying principles.""}, {""type"": ""text"", ""title"": ""Maximizing Transfer"", ""content"": ""Focus on learning principles, not procedures. Ask 'when and where can I use this?' Practice applying the same strategy in multiple contexts.""}, {""type"": ""text"", ""title"": ""What Does Transfer?"", ""content"": ""Metacognitive skills, problem-solving strategies, and self-regulation transfer most broadly. These are the real prizes of cognitive training.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Easy and automatic"", ""Applying skills to very different domains"", ""Only near similar tasks"", ""Impossible""], ""question"": ""Far transfer is:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""Brain training automatically improves all cognitive abilities.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Specific facts"", ""Metacognitive and problem-solving skills"", ""Motor skills"", ""Vocabulary""], ""question"": ""What transfers most broadly?""}]",50,24,2026-02-16 11:32:17.524446+00,iq
fa817062-753b-47a3-a4cf-38d72be61762,Building Your Cognitive Training Plan,Putting it all together,logic,1,"[{""type"": ""text"", ""title"": ""Your Cognitive Profile"", ""content"": ""By now, you know your strengths and weaknesses from your BrainScore assessment. A good training plan targets weaknesses while maintaining strengths.""}, {""type"": ""text"", ""title"": ""The Training Cycle"", ""content"": ""1) Assess (take a puzzle/teaser) 2) Reflect (what was hard?) 3) Learn (study the relevant lesson) 4) Practice (try similar but harder problems) 5) Re-assess.""}, {""type"": ""text"", ""title"": ""Consistency Over Intensity"", ""content"": ""15-20 minutes daily beats 2 hours weekly. Cognitive training follows the same rules as physical training: regular, progressive, and varied.""}, {""type"": ""text"", ""title"": ""Your Next Steps"", ""content"": ""Complete brain teasers in your weakest category, try timed puzzles for speed, review lessons for understanding, and track your BrainScore progress over time.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Only focus on strengths"", ""Target weaknesses while maintaining strengths"", ""Avoid challenges"", ""Only do easy tasks""], ""question"": ""A good training plan should:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""Training 2 hours weekly is better than 15 minutes daily.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Practice"", ""Assessment"", ""Rest"", ""Reading""], ""question"": ""The training cycle starts with:""}]",35,25,2026-02-16 11:32:17.524446+00,iq
ec37024f-637e-4e7f-9db3-852e8e17aae5,First-principles decomposition,"Break any problem down to atoms you can verify. If you can't verify it, it's a belief, not a fact.",logic,1,"[{""body"": ""Break any problem down to atoms you can verify. If you can't verify it, it's a belief, not a fact."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working architect used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the first-principles decomposition move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'First-principles decomposition'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the architect archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,0,2026-07-26 00:40:21.288244+00,hidden_genius
90a3cd8e-0d61-448c-96f5-2a97d669abdd,Analogical transfer across domains,"Steal structures. Music theory into UX. Biology into org design. The insight lives in the mapping, not the source.",logic,1,"[{""body"": ""Steal structures. Music theory into UX. Biology into org design. The insight lives in the mapping, not the source."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working architect used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the analogical transfer across domains move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Analogical transfer across domains'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the architect archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,1,2026-07-26 00:40:21.288244+00,hidden_genius
5ce21274-7bcf-4640-b158-b2b461b640f1,Divergent → convergent funnel,"Generate wide (30 bad ideas), then choose narrow (1 good one). Don't judge while you generate.",logic,1,"[{""body"": ""Generate wide (30 bad ideas), then choose narrow (1 good one). Don't judge while you generate."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working explorer used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the divergent → convergent funnel move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Divergent → convergent funnel'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the explorer archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,2,2026-07-26 00:40:21.288244+00,hidden_genius
5dff85be-d683-4f11-8333-6e96179ac01a,Constraint-driven creativity,Constraints don't limit creativity; they focus it. Add one to unstick yourself.,logic,1,"[{""body"": ""Constraints don't limit creativity; they focus it. Add one to unstick yourself."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working explorer used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the constraint-driven creativity move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Constraint-driven creativity'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the explorer archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,3,2026-07-26 00:40:21.288244+00,hidden_genius
ca9e8f35-14ba-4c60-a4f0-f21d59019518,Narrative structure & story arcs,"Every great idea is a story with a change. Setup → conflict → shift. If there's no shift, there's no story.",logic,2,"[{""body"": ""Every great idea is a story with a change. Setup → conflict → shift. If there's no shift, there's no story."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working storyteller used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the narrative structure & story arcs move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Narrative structure & story arcs'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the storyteller archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,4,2026-07-26 00:40:21.288244+00,hidden_genius
7a115af8-6b34-4abd-8438-56ab3a00725f,Metaphor building,"Two things that are not the same, joined for a reason. The reason is the insight.",logic,2,"[{""body"": ""Two things that are not the same, joined for a reason. The reason is the insight."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working storyteller used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the metaphor building move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Metaphor building'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the storyteller archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,5,2026-07-26 00:40:21.288244+00,hidden_genius
32d9ea1f-89e3-4970-b98b-cd1de42d40d5,Systems thinking & feedback loops,"Nothing important is a single cause. Look for loops, delays, and stocks that build up.",logic,2,"[{""body"": ""Nothing important is a single cause. Look for loops, delays, and stocks that build up."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working systems thinker used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the systems thinking & feedback loops move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Systems thinking & feedback loops'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the systems thinker archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,6,2026-07-26 00:40:21.288244+00,hidden_genius
fe5d3629-82ac-4f73-aa4d-4bc79447a479,Second-order effects,The first effect is what you intended. The second one is what happens. Plan for the second.,logic,2,"[{""body"": ""The first effect is what you intended. The second one is what happens. Plan for the second."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working systems thinker used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the second-order effects move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Second-order effects'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the systems thinker archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,7,2026-07-26 00:40:21.288244+00,hidden_genius
9a062020-1565-4141-970b-7cd334120172,Deliberate practice mechanics,"Practice with a target you can miss, feedback in under 10 seconds, and reps until it's boring.",logic,3,"[{""body"": ""Practice with a target you can miss, feedback in under 10 seconds, and reps until it's boring."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working craftsperson used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the deliberate practice mechanics move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Deliberate practice mechanics'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the craftsperson archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,8,2026-07-26 00:40:21.288244+00,hidden_genius
5f6a3f94-3275-43c2-9793-355838f751b0,Skill decomposition & reps,Chunk. Isolate. Rep. Recombine. Never rehearse the whole thing until you've drilled the parts.,logic,3,"[{""body"": ""Chunk. Isolate. Rep. Recombine. Never rehearse the whole thing until you've drilled the parts."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working craftsperson used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the skill decomposition & reps move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Skill decomposition & reps'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the craftsperson archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,9,2026-07-26 00:40:21.288244+00,hidden_genius
ed612938-fec5-44b3-971c-7a56c7f7d481,Pattern hunting across noise,"Patterns hide in what's NOT changing. Look at the invariants, not the surface.",logic,3,"[{""body"": ""Patterns hide in what's NOT changing. Look at the invariants, not the surface."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working pattern hunter used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the pattern hunting across noise move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Pattern hunting across noise'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the pattern hunter archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,10,2026-07-26 00:40:21.288244+00,hidden_genius
0be0c5fc-82cd-4f51-aee7-ad243386e288,Working from anomalies,"When something surprises you, don't explain it away. Chase it — that's where the new pattern lives.",logic,3,"[{""body"": ""When something surprises you, don't explain it away. Chase it — that's where the new pattern lives."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working pattern hunter used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the working from anomalies move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Working from anomalies'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the pattern hunter archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,11,2026-07-26 00:40:21.288244+00,hidden_genius
30c62c8d-08bd-4698-b1d1-afd08a23ed25,Cross-domain synthesis,"Two fields, one question. Force yourself to hold both languages at once. The answer is bilingual.",logic,4,"[{""body"": ""Two fields, one question. Force yourself to hold both languages at once. The answer is bilingual."", ""type"": ""content"", ""title"": ""Concept""}, {""body"": ""Real example: how a working connector used this to unblock a project — see the reflection prompt below."", ""type"": ""content"", ""title"": ""Case""}, {""body"": ""Pick a real problem you have right now. Apply the cross-domain synthesis move to it for 10 minutes. Write down what changed."", ""type"": ""content"", ""title"": ""Try It""}, {""body"": ""Where did this feel unnatural? That's the muscle you're building."", ""type"": ""content"", ""title"": ""Reflect""}]","[{""options"": [""Copy an expert"", ""Break to atoms you can verify"", ""Wait for inspiration"", ""Delegate it""], ""question"": ""What is the core move of 'Cross-domain synthesis'?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""When time is unlimited"", ""When you have no feedback loop"", ""When you have a team"", ""When the topic is easy""], ""question"": ""When does this technique fail?"", ""is_applied"": false, ""correct_index"": 1}, {""options"": [""Announce it publicly"", ""Buy a book"", ""Set a 10-minute timer and start"", ""Wait until Monday""], ""question"": ""Which is a valid first step?"", ""is_applied"": false, ""correct_index"": 2}, {""options"": [""Nothing"", ""Add one constraint and re-plan"", ""Ask AI"", ""Ignore it""], ""question"": ""Applied: What would you do differently on your current project?"", ""is_applied"": true, ""correct_index"": 1}, {""options"": [""It requires that name"", ""It leverages their natural strength"", ""Random"", ""It's alphabetical""], ""question"": ""This lesson is primarily for the connector archetype because..."", ""is_applied"": false, ""correct_index"": 1}]",40,12,2026-07-26 00:40:21.288244+00,hidden_genius
