id,title,description,format,category,difficulty,content_json,solution,xp_reward,created_at,branch
e59ca522-6622-44f9-9e67-5ffe32dc0739,What If: Money Expires,What if money expired after 30 days — 5 changes to behavior?,lateral_thinking,verbal,3,"{""prompt"": ""What if all currency expired 30 days after issuance? Give 5 behavior changes."", ""rubric"": {""axes"": [""fluency"", ""flexibility"", ""originality""], ""levels"": {""1"": ""Few ideas, all similar, all conventional."", ""2"": ""Several ideas across 2 categories, mostly common."", ""3"": ""Many ideas across ≥3 categories, ≥2 truly unusual.""}}, ""drill_kind"": ""what_if"", ""time_seconds"": 240, ""weak_example"": ""People spend more."", ""strong_example"": ""Velocity of money spikes; hoarding replaced by asset-parking; short-duration lending disappears; barter and durable goods surge as stores of value; taxation shifts to consumption in real time.""}",Self-score.,30,2026-07-26 00:40:21.288244+00,hidden_genius
c84bcfdf-f416-476b-810a-9b2b05f2b706,What If: Anonymous Internet,What if every online action required real ID — 5 second-order effects.,lateral_thinking,verbal,4,"{""prompt"": ""What if every online action required verified real ID? Give 5 second-order effects."", ""rubric"": {""axes"": [""fluency"", ""flexibility"", ""originality""], ""levels"": {""1"": ""Few ideas, all similar, all conventional."", ""2"": ""Several ideas across 2 categories, mostly common."", ""3"": ""Many ideas across ≥3 categories, ≥2 truly unusual.""}}, ""drill_kind"": ""what_if"", ""time_seconds"": 240, ""weak_example"": ""Less trolling."", ""strong_example"": ""Chilling on political speech in authoritarian states; identity-theft becomes catastrophic vs recoverable; whistleblowing dies; identity-brokers become the new banks; new class of 'ID-laundering' crime emerges.""}",Self-score.,30,2026-07-26 00:40:21.288244+00,hidden_genius
f6d9f4b5-5446-4041-80bb-52c016c9701e,Reaction Time — Baseline,Tap as fast as you can when the dot flashes green. 5 reps.,lateral_thinking,speed,1,"{""rounds"": 3, ""drill_kind"": ""reaction_time"", ""taps_per_round"": 5, ""target_ms_range"": [200, 400]}",Metric: median ms.,20,2026-07-26 00:40:21.288244+00,brain_health
0b312f3d-8460-4276-9863-781e19d9fd63,Reaction Time — Interference,"Same drill, but ignore red flashes.",lateral_thinking,speed,2,"{""rounds"": 3, ""distractor"": ""red"", ""drill_kind"": ""reaction_time"", ""taps_per_round"": 5, ""target_ms_range"": [220, 430]}",Metric: median ms + false taps.,20,2026-07-26 00:40:21.288244+00,brain_health
82b3077a-14fa-41a8-82af-886d51144c7b,Reaction Time — Fatigue Check,Do this before bed and again after coffee. Compare.,lateral_thinking,speed,3,"{""rounds"": 5, ""compare"": ""two_sessions"", ""drill_kind"": ""reaction_time"", ""taps_per_round"": 5}",Log both. Delta > 60ms = under-rested.,20,2026-07-26 00:40:21.288244+00,brain_health
844f9fdb-32a7-49a3-9478-51d170c67848,Focus Sprint — Color Words,"Say the ink color, not the word. 60 seconds.",riddle,speed,2,"{""target"": ""ink_color"", ""seconds"": 60, ""drill_kind"": ""stroop""}",Metric: correct/min.,20,2026-07-26 00:40:21.288244+00,brain_health
f9c029e5-7b86-410f-aefb-146217faea9b,Focus Sprint — Numbers,"Say how many symbols, not what they are.",riddle,speed,2,"{""target"": ""count_not_type"", ""seconds"": 60, ""drill_kind"": ""stroop""}",Metric: correct/min.,20,2026-07-26 00:40:21.288244+00,brain_health
7279c8bd-046f-463c-b3ff-6a2a077d89aa,Focus Sprint — Arrows,Respond to the center arrow. Ignore the flankers.,riddle,speed,3,"{""seconds"": 60, ""drill_kind"": ""flanker""}",Metric: correct/min + errors.,20,2026-07-26 00:40:21.288244+00,brain_health
8d68c765-5e94-4bfc-95bd-b26a970b9b6a,Dual Task — Tap & Count,Tap on blue circles while counting red flashes.,lateral_thinking,speed,3,"{""primary"": ""tap_blue"", ""seconds"": 90, ""secondary"": ""count_red"", ""drill_kind"": ""dual_task""}",Metric: tap accuracy × count accuracy.,20,2026-07-26 00:40:21.288244+00,brain_health
4badcdda-ae6b-4571-b48d-9942ff1b002c,Dual Task — Listen & Sort,Sort shapes on screen while listening for a target word in audio.,lateral_thinking,memory,3,"{""primary"": ""sort_shapes"", ""seconds"": 90, ""secondary"": ""listen_target"", ""drill_kind"": ""dual_task""}",Metric: sort accuracy × word hits.,20,2026-07-26 00:40:21.288244+00,brain_health
d66c0822-9bfc-4c2f-bde9-9317fbabbb01,Dual Task — Move & Recall,Follow a moving dot with your finger; recall three words at the end.,lateral_thinking,memory,4,"{""primary"": ""track_dot"", ""seconds"": 60, ""secondary"": ""recall_3"", ""drill_kind"": ""dual_task""}",Metric: track path accuracy × words recalled.,20,2026-07-26 00:40:21.288244+00,brain_health
50a46682-02ca-4d57-b78e-228756213bbf,Sustained Attention — 90s PVT,Tap when the dot appears. It's random. Don't lose focus.,lateral_thinking,speed,2,"{""seconds"": 90, ""drill_kind"": ""pvt""}",Metric: median RT + lapses (>500ms).,20,2026-07-26 00:40:21.288244+00,brain_health
9d99c1d0-2042-4119-a812-4e2d71faab75,Sustained Attention — 3min PVT,Longer version. Same rules.,lateral_thinking,speed,3,"{""seconds"": 180, ""drill_kind"": ""pvt""}",Metric: median RT + lapses.,20,2026-07-26 00:40:21.288244+00,brain_health
2610d012-cc95-46db-9c7e-90f9f3e5f483,Sustained Attention — Vigilance,Watch a line drift. Tap when it jumps. Jumps are rare.,lateral_thinking,speed,4,"{""seconds"": 180, ""drill_kind"": ""vigilance"", ""target_prob"": 0.05}",Metric: hits vs misses.,20,2026-07-26 00:40:21.288244+00,brain_health
