id,flow_id,question_id,type,prompt,image,options,correct_answer,category,difficulty,has_reinforcement,order_index,created_at,subskill,subtitle,sequence,display_ms,target_position,sequence_variant,target_delay_ms,time_limit_ms
180ae210-c2e3-4d5e-a55c-f6035bc0db13,b0000000-0000-0000-0000-000000000001,26,visualPuzzle,Choose your answer:,static_q26,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,24,2026-03-17 01:46:19.595887+00,division rule,,,,,,,
45e8e276-087c-4d1b-88a5-276df98fb9b6,b0000000-0000-0000-0000-000000000001,27,visualPuzzle,Choose your answer:,static_q27,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,4,f,25,2026-03-17 01:46:19.595887+00,multi-attribute,,,,,,,
29e68028-b1de-4f10-803c-3f465f8aa911,b0000000-0000-0000-0000-000000000001,28,visualPuzzle,Choose your answer:,static_q28,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,spatial,3,f,26,2026-03-17 01:46:19.595887+00,rotation,,,,,,,
1bfa03fb-244f-4cc0-9101-60381a9f214b,b0000000-0000-0000-0000-000000000001,29,visualPuzzle,Choose your answer:,static_q29,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,2,f,27,2026-03-17 01:46:19.595887+00,numeric sequence,,,,,,,
cd92870d-15aa-4caa-b79f-b1b6883d8301,b0000000-0000-0000-0000-000000000001,30,visualPuzzle,Choose your answer:,static_q30,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,pattern,3,f,28,2026-03-17 01:46:19.595887+00,symbolic logic,,,,,,,
2771f8b5-4679-4462-94bb-9124e6db39ed,b0000000-0000-0000-0000-000000000001,31,visualPuzzle,Choose your answer:,static_q31,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,29,2026-03-17 01:46:19.595887+00,compound transformation,,,,,,,
9c72b0c9-0a3b-46db-9776-954153eaebd4,b0000000-0000-0000-0000-000000000001,32,visualPuzzle,Choose your answer:,static_q32,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,3,f,30,2026-03-17 01:46:19.595887+00,rotation,,,,,,,
f0d88c4b-13e0-4e96-a34c-9d10f594b588,b0000000-0000-0000-0000-000000000001,33,visualPuzzle,Choose your answer:,static_q33,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,3,t,31,2026-03-17 01:46:19.595887+00,multi-rule deduction,,,,,,,
78fca1b4-a720-41ff-a2cb-cd97d8e9594e,b0000000-0000-0000-0000-000000000001,34,visualPuzzle,Choose your answer:,static_q34,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,4,f,32,2026-03-17 01:46:19.595887+00,mental rotation,,,,,,,
d8973d3f-1e3e-415a-8b78-eecb9b7f6c4a,b0000000-0000-0000-0000-000000000001,35,visualPuzzle,Choose your answer:,static_q35,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,5,t,33,2026-03-17 01:46:19.595887+00,complex spatial,,,,,,,
51fb664b-6aa2-48b8-8795-f6ceeb522f68,b0000000-0000-0000-0000-000000000001,36,likert,I believe intelligence can be developed in different ways,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,34,2026-03-17 01:46:19.595887+00,growth mindset,,,,,,,
64726ed3-715c-425d-bf73-d6f721cd7ed4,b0000000-0000-0000-0000-000000000001,37,personal,What is your age?,,"[""Under 18"", ""18-24"", ""25-34"", ""35-44"", ""45+""]",,self,1,f,35,2026-03-17 01:46:19.595887+00,demographic,,,,,,,
b89943ba-1485-4b3f-8f2c-87c3c286b7d6,b0000000-0000-0000-0000-000000000001,38,personal,What is your education level?,,"[""High School"", ""Some College"", ""Bachelor's Degree"", ""Master's Degree"", ""Doctorate""]",,self,1,f,36,2026-03-17 01:46:19.595887+00,demographic,,,,,,,
915af22c-3576-4be2-a6be-79539aa4db46,c0000000-0000-0000-0000-000000000001,1,likert,I like challenges that reveal how I think.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,1,2026-06-02 22:27:36.205387+00,self-efficacy,,,,,,,
0c4ccba5-db6d-44ad-ae38-4b982f7cfb5c,c0000000-0000-0000-0000-000000000001,2,likert,I often find patterns in things around me.,,"[""Strongly disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly agree""]",,pattern,1,f,2,2026-06-02 22:27:36.205387+00,deductive reasoning,,,,,,,
3c46f0c7-8c4f-4946-9296-d03e62152537,c0000000-0000-0000-0000-000000000001,3,multipleChoice,A farmer has 17 sheep. All but 9 run away. How many are left?,,"[""8"", ""9"", ""7"", ""17"", ""0""]",1,speed,1,f,3,2026-06-02 22:27:36.205387+00,quick recall,,,,,,,
b4ad2e6f-c5b5-4b48-8a27-b7c8233d6b44,c0000000-0000-0000-0000-000000000001,4,multipleChoice,How many sides does a hexagon have?,,"[""5"", ""6"", ""4"", ""7"", ""8""]",1,logic,1,f,4,2026-06-02 22:27:36.205387+00,metacognition,,,,,,,
4b34b147-9bfd-418f-8fc9-4a13c0c35d7e,c0000000-0000-0000-0000-000000000001,5,likert,I enjoy solving problems and puzzles,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,logic,1,f,5,2026-06-02 22:27:36.205387+00,numeric sequence,,,,,,,
fc3a4164-e886-497a-9242-73e413921233,c0000000-0000-0000-0000-000000000001,6,sequence,"2, 4, 6, 8, ___

What number completes the pattern?",,"[""8"", ""9"", ""10"", ""11"", ""12""]",2,logic,2,f,6,2026-06-02 22:27:36.205387+00,arithmetic reasoning,,,,,,,
076858d9-75fc-4925-bf78-60cc0e680c3d,c0000000-0000-0000-0000-000000000001,7,sequence,"1, 3, 6, 10, ___

What number completes the pattern?",,"[""11"", ""12"", ""13"", ""14"", ""15""]",4,pattern,2,f,7,2026-06-02 22:27:36.205387+00,verbal analogy,,,,,,,
911e1705-c789-40d6-8fd0-540921a4b2ce,c0000000-0000-0000-0000-000000000001,8,analogy,"7, 14, 21, ___, 35

What number is missing?",,"[""24"", ""26"", ""28"", ""30"", ""32""]",2,pattern,2,f,8,2026-06-02 22:27:36.205387+00,verbal analogy,,,,,,,
e1a7f93a-e04e-46db-8298-d030437855c6,c0000000-0000-0000-0000-000000000001,9,multiple_choice,Bird is to nest as bee is to:,,"[""Honey"", ""Flower"", ""Hive"", ""Wing"", ""Insect""]",2,self,1,f,9,2026-06-02 22:27:36.205387+00,attention,,,,,,,
dafd67be-d1fd-4348-a2b1-fe5df8f6b014,c0000000-0000-0000-0000-000000000001,10,multiple_choice,Pen is to writing as knife is to:,,"[""Kitchen"", ""Spoon"", ""Cutting"", ""Plate"", ""Food""]",2,self,1,f,10,2026-06-02 22:27:36.205387+00,spatial self-assessment,,,,,,,
08bfab4f-86f0-433b-8224-9df91558d124,c0000000-0000-0000-0000-000000000001,11,likert,I often notice patterns that others miss.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,1,f,11,2026-06-02 22:27:36.205387+00,grid completion,,,,,,,
9a43c6c8-3cda-4a4c-8e8b-af3db834497c,c0000000-0000-0000-0000-000000000001,12,likert,I can quickly understand complex diagrams or charts.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,1,f,12,2026-06-02 22:27:36.205387+00,directional pattern,,,,,,,
9b2ff595-95a9-4272-b1fa-f3ed0cf55c04,c0000000-0000-0000-0000-000000000001,14,visualPuzzle,Choose your answer:,static_q14,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,2,t,13,2026-06-02 22:27:36.205387+00,tiling,,,,,,,
3f8f2421-8bc7-4f90-8cf7-7230ee774565,c0000000-0000-0000-0000-000000000001,16,visualPuzzle,Choose your answer:,static_q16,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,2,f,14,2026-06-02 22:27:36.205387+00,fragment matching,,,,,,,
b3da7728-13eb-4f27-8fe0-55e82b61f002,c0000000-0000-0000-0000-000000000001,17,visualPuzzle,Choose your answer:,static_q17,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,2,f,15,2026-06-02 22:27:36.205387+00,attribute matrix,,,,,,,
d822e9ac-1ac0-4e12-a01f-8972b4a1f069,c0000000-0000-0000-0000-000000000001,18,visualPuzzle,Choose your answer:,static_q18,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,3,f,16,2026-06-02 22:27:36.205387+00,attribute matrix,,,,,,,
3fc5848b-9e39-4edc-aa91-14d45741d515,c0000000-0000-0000-0000-000000000001,19,visualPuzzle,Choose your answer:,static_q19,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,pattern,3,f,17,2026-06-02 22:27:36.205387+00,attribute matrix,,,,,,,
3af926f4-a85c-4238-b143-2e59026814d2,c0000000-0000-0000-0000-000000000001,20,visualPuzzle,Choose your answer:,static_q20,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,pattern,3,t,18,2026-06-02 22:27:36.205387+00,attribute matrix,,,,,,,
79922f81-0dec-451d-ab40-d89cb755711c,c0000000-0000-0000-0000-000000000001,21,visualPuzzle,Choose your answer:,static_q21,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,logic,2,f,19,2026-06-02 22:27:36.205387+00,shape transformation,,,,,,,
1d156860-79bb-4183-a47f-0f8c29cf9cc1,c0000000-0000-0000-0000-000000000001,22,visualPuzzle,Choose your answer:,static_q22,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,spatial,2,f,20,2026-06-02 22:27:36.205387+00,dimensional transform,,,,,,,
6bf5539e-d692-4af8-9c8e-949acd7f28c3,c0000000-0000-0000-0000-000000000001,23,visualPuzzle,Choose your answer:,static_q23,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,1,f,21,2026-06-02 22:27:36.205387+00,nested rule extraction,,,,,,,
92e9b250-47e6-485e-8a1e-5f4013c62d1a,c0000000-0000-0000-0000-000000000001,24,visualPuzzle,Choose your answer:,static_q24,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,2,f,22,2026-06-02 22:27:36.205387+00,quantitative pattern,,,,,,,
9ddb9f0a-3ae5-4f6a-99e4-3e9f2302e96d,c0000000-0000-0000-0000-000000000001,25,visualPuzzle,Choose your answer:,static_q25,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,pattern,3,f,23,2026-06-02 22:27:36.205387+00,feature permutation,,,,,,,
3a184e98-a285-416f-80a8-ae54bc7b9686,c0000000-0000-0000-0000-000000000001,26,visualPuzzle,Choose your answer:,static_q26,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,24,2026-06-02 22:27:36.205387+00,division rule,,,,,,,
dbbd2188-2666-44d0-b4ab-12c63c227339,c0000000-0000-0000-0000-000000000001,27,visualPuzzle,Choose your answer:,static_q27,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,4,f,25,2026-06-02 22:27:36.205387+00,multi-attribute,,,,,,,
8a441e93-4a3d-4883-9518-c2388e8d298b,c0000000-0000-0000-0000-000000000001,28,visualPuzzle,Choose your answer:,static_q28,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,spatial,3,f,26,2026-06-02 22:27:36.205387+00,rotation,,,,,,,
395ec310-0f57-457b-bc9e-318f6801a8cc,c0000000-0000-0000-0000-000000000001,29,visualPuzzle,Choose your answer:,static_q29,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,2,f,27,2026-06-02 22:27:36.205387+00,numeric sequence,,,,,,,
4ec65b87-54da-40db-8810-3af693095b8d,c0000000-0000-0000-0000-000000000001,30,visualPuzzle,Choose your answer:,static_q30,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,pattern,3,f,28,2026-06-02 22:27:36.205387+00,symbolic logic,,,,,,,
1c95457a-fd75-43cd-9c6f-8014f48be12e,c0000000-0000-0000-0000-000000000001,31,visualPuzzle,Choose your answer:,static_q31,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,29,2026-06-02 22:27:36.205387+00,compound transformation,,,,,,,
12afae1e-4dcb-44d5-b6f7-dc0a350f96fd,c0000000-0000-0000-0000-000000000001,32,visualPuzzle,Choose your answer:,static_q32,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,3,f,30,2026-06-02 22:27:36.205387+00,rotation,,,,,,,
b2368264-193a-46cf-b5a4-59cc8e5bcf88,c0000000-0000-0000-0000-000000000001,33,visualPuzzle,Choose your answer:,static_q33,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,3,t,31,2026-06-02 22:27:36.205387+00,multi-rule deduction,,,,,,,
360537f8-49f7-41a3-a521-e1ff3d6b7482,c0000000-0000-0000-0000-000000000001,34,visualPuzzle,Choose your answer:,static_q34,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,4,f,32,2026-06-02 22:27:36.205387+00,mental rotation,,,,,,,
50979c24-ad90-4d1d-a6b4-7eedf73baf0a,c0000000-0000-0000-0000-000000000001,35,visualPuzzle,Choose your answer:,static_q35,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,5,t,33,2026-06-02 22:27:36.205387+00,complex spatial,,,,,,,
595b4908-967b-4e2f-9aa3-6cd74cb42195,c0000000-0000-0000-0000-000000000001,36,likert,I believe intelligence can be developed in different ways,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,34,2026-06-02 22:27:36.205387+00,growth mindset,,,,,,,
cf947e67-3257-4a9b-a4c9-9bfdd004dcb0,c0000000-0000-0000-0000-000000000001,37,personal,What is your age?,,"[""Under 18"", ""18-24"", ""25-34"", ""35-44"", ""45+""]",,self,1,f,35,2026-06-02 22:27:36.205387+00,demographic,,,,,,,
76472b38-c761-4e50-90d2-6d63a8a10a94,c0000000-0000-0000-0000-000000000001,38,personal,What is your education level?,,"[""High School"", ""Some College"", ""Bachelor's Degree"", ""Master's Degree"", ""Doctorate""]",,self,1,f,36,2026-06-02 22:27:36.205387+00,demographic,,,,,,,
97f2c9d8-a9f3-47f0-8769-a9e77a9b7239,f0000000-0000-0000-0000-000000000001,3,multipleChoice,A farmer has 17 sheep. All but 9 run away. How many are left?,,"[""8"", ""9"", ""7"", ""17"", ""0""]",1,speed,1,f,3,2026-07-24 21:56:03.873952+00,quick recall,,,,,,,
9815f583-f602-4683-a8e4-3c7c70ce104e,f0000000-0000-0000-0000-000000000001,4,multipleChoice,How many sides does a hexagon have?,,"[""5"", ""6"", ""4"", ""7"", ""8""]",1,logic,1,f,4,2026-07-24 21:56:03.873952+00,metacognition,,,,,,,
207542ac-c905-47f4-9f7c-5345f58e1763,f0000000-0000-0000-0000-000000000001,5,likert,I enjoy solving problems and puzzles,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,logic,1,f,5,2026-07-24 21:56:03.873952+00,numeric sequence,,,,,,,
1df2df7f-3bc1-42ee-820e-771a750246e4,f0000000-0000-0000-0000-000000000001,1,likert,I like challenges that reveal how I think.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,1,2026-07-24 21:56:03.873952+00,self-efficacy,,,,,,,
f6b3f7e6-e68a-43da-8bff-751a1c2c2e40,f0000000-0000-0000-0000-000000000001,2,likert,I often find patterns in things around me.,,"[""Strongly disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly agree""]",,pattern,1,f,2,2026-07-24 21:56:03.873952+00,deductive reasoning,,,,,,,
4f722065-cd8e-44d9-848b-3d1ceee19e69,f0000000-0000-0000-0000-000000000001,6,sequence,"2, 4, 6, 8, ___

What number completes the pattern?",,"[""8"", ""9"", ""10"", ""11"", ""12""]",2,logic,2,f,6,2026-07-24 21:56:03.873952+00,arithmetic reasoning,,,,,,,
d5366da5-5b00-44e4-8e44-b8591d5cadbf,f0000000-0000-0000-0000-000000000001,7,sequence,"1, 3, 6, 10, ___

What number completes the pattern?",,"[""11"", ""12"", ""13"", ""14"", ""15""]",4,pattern,2,f,7,2026-07-24 21:56:03.873952+00,verbal analogy,,,,,,,
b0d90042-4a54-49c9-aea3-ab00c7b99fff,f0000000-0000-0000-0000-000000000001,8,analogy,"7, 14, 21, ___, 35

What number is missing?",,"[""24"", ""26"", ""28"", ""30"", ""32""]",2,pattern,2,f,8,2026-07-24 21:56:03.873952+00,verbal analogy,,,,,,,
a2dbb1e5-aee7-4a2b-b6f1-ad25045a52d2,f0000000-0000-0000-0000-000000000001,9,multiple_choice,Bird is to nest as bee is to:,,"[""Honey"", ""Flower"", ""Hive"", ""Wing"", ""Insect""]",2,self,1,f,9,2026-07-24 21:56:03.873952+00,attention,,,,,,,
26f86df3-5ebc-4fcf-b3d5-372598a532a2,f0000000-0000-0000-0000-000000000001,10,multiple_choice,Pen is to writing as knife is to:,,"[""Kitchen"", ""Spoon"", ""Cutting"", ""Plate"", ""Food""]",2,self,1,f,10,2026-07-24 21:56:03.873952+00,spatial self-assessment,,,,,,,
58bc5da4-bff0-448c-9ece-c3f119e35d27,f0000000-0000-0000-0000-000000000001,11,likert,I often notice patterns that others miss.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,1,f,11,2026-07-24 21:56:03.873952+00,grid completion,,,,,,,
4376ff35-ba35-49e4-8f38-44bfb6a98799,f0000000-0000-0000-0000-000000000001,12,likert,I can quickly understand complex diagrams or charts.,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,spatial,1,f,12,2026-07-24 21:56:03.873952+00,directional pattern,,,,,,,
f3f81efd-bb82-4aea-be35-b3316c472c58,f0000000-0000-0000-0000-000000000001,14,visualPuzzle,Choose your answer:,static_q14,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,2,t,13,2026-07-24 21:56:03.873952+00,tiling,,,,,,,
5a3c61f3-911d-4ebe-853a-ee3dd5dca741,f0000000-0000-0000-0000-000000000001,16,visualPuzzle,Choose your answer:,static_q16,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,2,f,14,2026-07-24 21:56:03.873952+00,fragment matching,,,,,,,
e1ff1df5-c375-4b22-9ee9-bfd4a0f9081d,f0000000-0000-0000-0000-000000000001,17,visualPuzzle,Choose your answer:,static_q17,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,2,f,15,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
ef993f3c-1dd1-404f-bb3d-d7f18ddcc80d,f0000000-0000-0000-0000-000000000001,18,visualPuzzle,Choose your answer:,static_q18,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,3,f,16,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
fb9c566b-d131-4b87-969b-501fbb87a114,f0000000-0000-0000-0000-000000000001,19,visualPuzzle,Choose your answer:,static_q19,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,pattern,3,f,17,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
fbc61c07-5262-4d22-8c99-dfe55a737c7c,f0000000-0000-0000-0000-000000000001,20,visualPuzzle,Choose your answer:,static_q20,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",3,pattern,3,t,18,2026-07-24 21:56:03.873952+00,attribute matrix,,,,,,,
415244a3-e474-4580-8346-250db381a9b5,f0000000-0000-0000-0000-000000000001,21,visualPuzzle,Choose your answer:,static_q21,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,logic,2,f,19,2026-07-24 21:56:03.873952+00,shape transformation,,,,,,,
4416a72b-72c6-4d5d-baa6-4b072cea49f7,f0000000-0000-0000-0000-000000000001,22,visualPuzzle,Choose your answer:,static_q22,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,spatial,2,f,20,2026-07-24 21:56:03.873952+00,dimensional transform,,,,,,,
50d51e17-698f-48e2-b70d-07081a124e35,f0000000-0000-0000-0000-000000000001,23,visualPuzzle,Choose your answer:,static_q23,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,1,f,21,2026-07-24 21:56:03.873952+00,nested rule extraction,,,,,,,
b89caa98-005d-4dbd-a5f6-b89b9f9fd21f,f0000000-0000-0000-0000-000000000001,24,visualPuzzle,Choose your answer:,static_q24,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,2,f,22,2026-07-24 21:56:03.873952+00,quantitative pattern,,,,,,,
9ca6578a-41f5-49b3-b4ba-9bfb9b3bdac0,f0000000-0000-0000-0000-000000000001,25,visualPuzzle,Choose your answer:,static_q25,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,pattern,3,f,23,2026-07-24 21:56:03.873952+00,feature permutation,,,,,,,
ad80959f-89da-44a7-98d3-edbd8d66cc9e,f0000000-0000-0000-0000-000000000001,26,visualPuzzle,Choose your answer:,static_q26,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,24,2026-07-24 21:56:03.873952+00,division rule,,,,,,,
6565096a-e18d-4358-b175-7dacf5b22397,f0000000-0000-0000-0000-000000000001,27,visualPuzzle,Choose your answer:,static_q27,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,pattern,4,f,25,2026-07-24 21:56:03.873952+00,multi-attribute,,,,,,,
91828e77-80c5-4374-8b42-7e762bf0d49b,f0000000-0000-0000-0000-000000000001,28,visualPuzzle,Choose your answer:,static_q28,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",2,spatial,3,f,26,2026-07-24 21:56:03.873952+00,rotation,,,,,,,
594754d4-88ee-45cc-acd7-86283ff372f2,f0000000-0000-0000-0000-000000000001,29,visualPuzzle,Choose your answer:,static_q29,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,2,f,27,2026-07-24 21:56:03.873952+00,numeric sequence,,,,,,,
4427fe97-7fa8-4dce-bc20-4613b5cf78fc,f0000000-0000-0000-0000-000000000001,30,visualPuzzle,Choose your answer:,static_q30,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",5,pattern,3,f,28,2026-07-24 21:56:03.873952+00,symbolic logic,,,,,,,
b1f1d8ce-b1d0-4600-b63f-47699781b632,f0000000-0000-0000-0000-000000000001,31,visualPuzzle,Choose your answer:,static_q31,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",1,pattern,2,f,29,2026-07-24 21:56:03.873952+00,compound transformation,,,,,,,
5ba742c3-71ad-4119-9c28-c188b12e976e,f0000000-0000-0000-0000-000000000001,32,visualPuzzle,Choose your answer:,static_q32,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,3,f,30,2026-07-24 21:56:03.873952+00,rotation,,,,,,,
06ae2232-acb1-4a1c-947a-a12c56224f6d,f0000000-0000-0000-0000-000000000001,33,visualPuzzle,Choose your answer:,static_q33,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,logic,3,t,31,2026-07-24 21:56:03.873952+00,multi-rule deduction,,,,,,,
18e58d2e-829c-4fd3-8605-b4b3f7b0ee32,f0000000-0000-0000-0000-000000000001,34,visualPuzzle,Choose your answer:,static_q34,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",4,spatial,4,f,32,2026-07-24 21:56:03.873952+00,mental rotation,,,,,,,
3c674b02-3d6f-4d68-b23c-d3b8ff1f1c03,f0000000-0000-0000-0000-000000000001,35,visualPuzzle,Choose your answer:,static_q35,"[""A"", ""B"", ""C"", ""D"", ""E"", ""F""]",0,spatial,5,t,33,2026-07-24 21:56:03.873952+00,complex spatial,,,,,,,
117aabda-16b0-4233-97e2-91e636220477,f0000000-0000-0000-0000-000000000001,36,likert,I believe intelligence can be developed in different ways,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,34,2026-07-24 21:56:03.873952+00,growth mindset,,,,,,,
271a7d68-f131-4ed2-a91e-1da96cd99ebe,f0000000-0000-0000-0000-000000000001,37,personal,What is your age?,,"[""Under 18"", ""18-24"", ""25-34"", ""35-44"", ""45+""]",,self,1,f,35,2026-07-24 21:56:03.873952+00,demographic,,,,,,,
6fa09c15-4273-46a3-a363-56f08618549e,f0000000-0000-0000-0000-000000000001,38,personal,What is your education level?,,"[""High School"", ""Some College"", ""Bachelor's Degree"", ""Master's Degree"", ""Doctorate""]",,self,1,f,36,2026-07-24 21:56:03.873952+00,demographic,,,,,,,
1ea3775e-e992-429a-8806-1bfc2fc7cca5,f0000000-0000-0000-0000-000000000006,8001,multipleChoice,A farmer has 17 sheep. All but 9 die. How many are left?,,"[""8"", ""9"", ""17"", ""0"", ""4""]",1,logic,1,f,1,2026-09-15 00:00:00+00,,,,,,,,
967f2cb6-4e12-4c17-8dc0-e3d85038a2e9,f0000000-0000-0000-0000-000000000006,8002,multipleChoice,You pass the person in 4th place. What place are you now?,,"[""2nd"", ""3rd"", ""4th"", ""5th"", ""1st""]",2,logic,1,f,2,2026-09-15 00:00:00+00,,,,,,,,
e3e62280-820f-4871-9a63-ba125ecfeeae,f0000000-0000-0000-0000-000000000006,8003,multipleChoice,How many edges does a cube have?,,"[""6"", ""8"", ""10"", ""12"", ""14""]",3,spatial,1,f,3,2026-09-15 00:00:00+00,,,,,,,,
44eab19a-fc03-4552-9089-9c14b9a4c99b,f0000000-0000-0000-0000-000000000006,8004,likert,I prefer learning through hands-on experience,,"[""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree""]",,self,1,f,4,2026-09-15 00:00:00+00,,,,,,,,
b85e6617-33ea-4ea1-b417-ef8e2ea0fd7b,f0000000-0000-0000-0000-000000000006,8005,sequence,"What number comes next?
3, 6, 12, 24, ___",,"[""30"", ""32"", ""42"", ""48"", ""54""]",3,pattern,1,f,5,2026-09-15 00:00:00+00,,,,,,,,
fca10021-4795-4061-af7e-76b1399bcd5a,f0000000-0000-0000-0000-000000000006,8006,sequence,"What number is missing?
4, 8, 12, 16, ___, 24",,"[""18"", ""19"", ""20"", ""21"", ""22""]",2,pattern,1,f,6,2026-09-15 00:00:00+00,,,,,,,,
0f16eb4b-e472-4c77-981e-464b21c5b93e,f0000000-0000-0000-0000-000000000006,8007,memorySequence,What was the 2nd digit?,,"[""6"", ""4"", ""8"", ""1"", ""7""]",1,speed,1,f,7,2026-09-15 00:00:00+00,timed-number,,"[""6"", ""4"", ""8"", ""7""]",4000,2,,,
ba8afb62-9788-463d-b061-3e84355a94d9,f0000000-0000-0000-0000-000000000006,8008,memorySequence,What was the 3rd digit?,,"[""9"", ""3"", ""7"", ""2"", ""5""]",2,speed,1,f,8,2026-09-15 00:00:00+00,timed-number,,"[""5"", ""9"", ""7"", ""3"", ""2""]",4000,3,,,
a0b927c4-c41b-4f55-8eb5-d5dc096ecd30,f0000000-0000-0000-0000-000000000006,8009,memorySequence,What was the 4th digit?,,"[""8"", ""2"", ""6"", ""4"", ""9""]",1,speed,2,f,9,2026-09-15 00:00:00+00,timed-number,,"[""4"", ""8"", ""6"", ""2"", ""9"", ""1""]",4000,4,,,
